Record number,Number of inquiries in the past three months,Age of the most recent inquiry,Number of derogatory public records,Age of the most recent derogatory public record,Bankruptcy on file,Subject’s age,Subject’s average income in last 5 years,Credit Score,Education,Number of bank accounts opened in last 5 years,Number of bank accounts closed in last 5 years,Marital_status,Gendre,Head of household,Housing  type
310,1,12,2,3,TRUE,30,175,800,PhD,2,0,Widowed,Female,TRUE,Owner
311,2,6,1,4,FALSE,NaN,250,850,None,0,1,Married,Female,TRUE,Rental
312,8,11,5,6,TRUE,35,75,300,PhD,1,0,Single,Female,TRUE,Owner
313,6,3,2,4,FALSE,35,75,810,HS,2,0,Single,Female,TRUE,Owner
314,4,7,0,3,TRUE,NaN,310,620,PhD,4,0,Single,Male,TRUE,Owner
315,10,7,5,6,FALSE,22,49,660,None,5,3,Single,Male,FALSE,Owner
316,6,6,5,1,TRUE,35,75,620,PhD,5,2,Divorced,Female,FALSE,Owner
317,2,3,1,3,TRUE,70,125,730,BS,5,3,Divorced,Male,TRUE,Owner
318,4,5,1,4,TRUE,50,75,300,None,5,3,Separated,Female,TRUE,Owner
319,7,10,0,6,FALSE,37,310,810,BS,2,0,Widowed,Female,FALSE,Rental
320,7,7,2,1,FALSE,67,175,500,None,4,1,Divorced,Male,FALSE,Rental
321,6,7,0,6,FALSE,NaN,49,NaN,None,6,0,Separated,Male,FALSE,Owner
322,3,12,11,6,TRUE,60,125,850,PhD,5,3,Married,Male,TRUE,Owner
323,5,6,2,6,FALSE,60,75,670,BS,6,1,Married,Male,TRUE,Owner
324,1,3,2,3,FALSE,44,49,730,PhD,0,0,Separated,Female,TRUE,Rental
325,7,6,0,1,TRUE,24,310,300,MS,0,0,Divorced,Male,FALSE,Rental
326,10,12,5,6,TRUE,63,175,600,MS,4,2,Divorced,Female,TRUE,Owner
327,10,15,0,3,FALSE,35,125,810,BS,3,0,Widowed,Male,FALSE,Owner
328,0,1,2,1,TRUE,56,49,NaN,None,3,2,Widowed,Female,TRUE,Owner
329,10,3,5,1,TRUE,44,49,850,HS,0,0,Widowed,Male,TRUE,Owner
330,10,6,11,4,TRUE,63,310,NaN,MS,3,2,Divorced,Male,TRUE,Owner
331,4,7,2,4,FALSE,NaN,250,500,PhD,3,3,Married,Male,FALSE,Owner
332,4,4,5,6,TRUE,40,125,620,MS,0,3,Widowed,Male,TRUE,Owner
333,4,11,2,3,FALSE,35,75,600,BS,4,2,Single,Female,TRUE,Rental
334,0,5,2,1,FALSE,37,49,500,HS,6,0,Separated,Female,TRUE,Owner
335,2,15,5,1,TRUE,40,125,600,BS,3,2,Divorced,Female,FALSE,Rental
336,9,11,1,1,FALSE,20,175,NaN,None,1,1,Married,Male,TRUE,Rental
337,4,1,1,4,FALSE,50,75,760,BS,0,1,Married,Male,FALSE,Owner
338,8,11,11,6,TRUE,NaN,250,760,None,5,1,Widowed,Male,FALSE,Owner
339,6,12,1,6,FALSE,60,310,NaN,MS,4,2,Separated,Male,TRUE,Rental
340,6,4,11,1,TRUE,63,49,620,PhD,3,3,Separated,Male,TRUE,Owner
341,8,15,5,3,TRUE,30,175,300,PhD,6,0,Widowed,Male,FALSE,Owner
342,3,10,2,1,FALSE,60,175,760,MS,2,2,Separated,Male,FALSE,Rental
343,0,5,2,1,TRUE,67,125,730,None,3,3,Single,Male,TRUE,Rental
344,10,13,1,3,FALSE,30,250,500,HS,3,2,Married,Male,TRUE,Rental
345,8,3,5,4,FALSE,20,310,800,None,6,2,Widowed,Male,TRUE,Owner
346,4,8,11,4,TRUE,NaN,75,660,PhD,3,1,Single,Male,FALSE,Owner
347,10,10,2,3,TRUE,70,49,800,HS,5,2,Married,Male,TRUE,Rental
348,5,4,5,3,FALSE,70,49,300,BS,6,3,Married,Female,FALSE,Rental
349,1,1,5,3,TRUE,57,250,810,BS,1,2,Married,Male,FALSE,Rental
350,10,10,1,1,TRUE,77,175,670,None,6,1,Widowed,Female,TRUE,Owner
351,9,7,1,4,FALSE,65,310,800,HS,6,3,Divorced,Female,TRUE,Rental
352,8,13,2,1,FALSE,30,125,NaN,PhD,6,2,Separated,Male,FALSE,Owner
353,9,5,5,4,TRUE,65,250,760,PhD,1,0,Widowed,Male,TRUE,Rental
354,6,1,5,3,FALSE,30,125,600,MS,6,1,Divorced,Male,TRUE,Rental
355,5,8,1,4,FALSE,63,49,500,MS,4,0,Divorced,Male,TRUE,Rental
356,7,9,11,3,FALSE,24,75,660,HS,4,2,Married,Male,FALSE,Rental
357,7,12,1,4,FALSE,44,175,850,HS,1,2,Separated,Male,TRUE,Owner
358,6,8,0,4,FALSE,65,75,730,BS,4,0,Divorced,Male,FALSE,Rental
359,6,5,5,3,FALSE,30,250,760,BS,1,1,Married,Female,FALSE,Owner
360,2,15,0,3,TRUE,NaN,250,730,PhD,1,2,Married,Male,TRUE,Rental
361,9,14,2,4,FALSE,NaN,175,600,HS,3,0,Married,Male,TRUE,Rental
362,0,13,1,1,FALSE,40,125,660,PhD,5,1,Separated,Female,TRUE,Rental
363,8,14,0,4,TRUE,40,310,NaN,PhD,4,3,Widowed,Female,FALSE,Rental
364,0,9,5,6,FALSE,NaN,75,730,MS,4,2,Separated,Female,FALSE,Owner
365,9,1,5,3,FALSE,70,75,300,BS,6,1,Widowed,Female,TRUE,Owner
366,6,2,0,1,FALSE,56,310,620,BS,0,1,Divorced,Female,FALSE,Owner
367,7,1,11,3,FALSE,50,125,NaN,MS,4,3,Divorced,Male,FALSE,Owner
368,6,2,1,4,FALSE,50,49,670,PhD,5,0,Single,Female,FALSE,Owner
369,3,4,2,1,TRUE,48,175,NaN,MS,0,0,Separated,Male,FALSE,Owner
370,8,4,2,6,FALSE,22,49,810,MS,5,1,Married,Male,TRUE,Owner
371,5,3,5,1,FALSE,57,75,800,HS,4,1,Divorced,Female,FALSE,Rental
372,7,3,1,6,FALSE,30,125,NaN,None,4,3,Separated,Female,TRUE,Rental
373,5,1,0,1,TRUE,67,75,620,MS,6,1,Separated,Female,FALSE,Rental
374,1,5,2,6,TRUE,60,250,850,BS,4,0,Separated,Female,FALSE,Rental
375,5,12,1,6,FALSE,48,175,800,None,4,2,Single,Male,TRUE,Owner
376,1,13,0,1,TRUE,40,125,660,None,1,1,Separated,Male,FALSE,Owner
377,1,1,11,4,TRUE,30,49,300,HS,2,1,Separated,Female,TRUE,Rental
378,7,12,2,4,TRUE,66,49,620,BS,4,2,Separated,Female,TRUE,Owner
379,1,7,1,3,TRUE,NaN,175,660,PhD,6,2,Separated,Female,FALSE,Owner
380,8,10,1,1,FALSE,44,175,800,MS,1,3,Widowed,Female,FALSE,Owner
381,2,12,1,6,FALSE,30,49,620,HS,0,3,Separated,Female,FALSE,Owner
382,0,7,2,1,FALSE,65,250,810,MS,3,1,Married,Female,FALSE,Owner
383,5,11,5,1,TRUE,40,175,730,PhD,3,0,Divorced,Male,FALSE,Rental
384,1,12,1,1,TRUE,56,310,810,MS,0,0,Married,Male,FALSE,Rental
385,4,15,0,3,FALSE,24,125,600,BS,5,3,Widowed,Female,FALSE,Owner
386,1,9,1,6,FALSE,57,125,620,PhD,4,0,Divorced,Male,FALSE,Owner
387,5,1,5,6,TRUE,66,49,850,PhD,6,3,Separated,Male,TRUE,Rental
388,4,14,5,4,FALSE,24,49,760,HS,5,3,Widowed,Male,FALSE,Rental
389,2,6,5,4,FALSE,22,49,730,PhD,5,0,Divorced,Male,FALSE,Owner
390,8,9,1,4,TRUE,48,125,850,HS,3,0,Widowed,Male,TRUE,Owner
391,7,3,11,1,FALSE,48,310,850,HS,0,1,Widowed,Female,TRUE,Rental
392,5,7,11,1,FALSE,37,250,620,None,0,2,Single,Female,TRUE,Rental
393,2,14,1,3,TRUE,20,310,760,PhD,6,0,Married,Female,FALSE,Rental
394,4,10,0,6,FALSE,70,75,500,PhD,0,2,Married,Male,FALSE,Owner
395,5,7,0,4,TRUE,24,125,300,MS,1,2,Widowed,Male,TRUE,Owner
396,8,14,11,1,TRUE,48,175,850,PhD,1,1,Divorced,Male,TRUE,Owner
397,6,13,2,6,TRUE,65,125,810,MS,5,2,Married,Male,FALSE,Owner
398,3,2,0,1,FALSE,77,75,760,BS,2,1,Divorced,Male,FALSE,Rental
399,9,12,0,6,FALSE,66,125,NaN,BS,1,2,Married,Female,FALSE,Owner
400,0,7,0,3,TRUE,67,250,800,None,4,1,Divorced,Male,TRUE,Rental
401,10,13,5,3,FALSE,66,175,810,BS,6,3,Married,Male,TRUE,Owner
402,10,14,1,6,FALSE,40,75,500,MS,3,3,Separated,Female,TRUE,Rental
403,1,2,2,6,TRUE,30,49,NaN,BS,0,2,Divorced,Male,TRUE,Rental
404,6,9,2,6,FALSE,57,75,810,PhD,4,3,Widowed,Male,TRUE,Rental
405,4,4,11,4,TRUE,40,175,730,MS,3,3,Separated,Female,FALSE,Rental
406,4,1,1,6,FALSE,40,125,660,PhD,3,2,Widowed,Male,TRUE,Owner
407,7,9,1,4,FALSE,63,125,760,BS,4,1,Separated,Female,FALSE,Owner
408,5,1,0,4,TRUE,60,310,730,HS,0,2,Single,Female,FALSE,Owner
409,7,5,5,3,TRUE,48,250,800,PhD,3,1,Single,Male,FALSE,Rental
410,10,9,5,6,TRUE,77,310,730,HS,5,1,Widowed,Male,TRUE,Owner
411,2,15,0,6,TRUE,65,310,NaN,PhD,3,0,Married,Female,FALSE,Rental
412,10,11,5,3,FALSE,NaN,250,850,BS,1,1,Separated,Male,FALSE,Rental
413,1,6,0,1,FALSE,30,125,600,None,3,1,Single,Female,TRUE,Rental
414,9,3,2,3,TRUE,66,49,730,PhD,5,3,Married,Female,FALSE,Rental
415,1,13,2,4,FALSE,67,250,620,HS,5,2,Single,Female,TRUE,Owner
416,7,6,0,6,FALSE,50,125,670,HS,6,2,Single,Male,TRUE,Owner
417,3,4,2,4,TRUE,48,175,760,None,1,1,Divorced,Male,FALSE,Rental
418,7,11,2,6,TRUE,66,75,850,None,5,0,Divorced,Male,TRUE,Owner
419,0,9,5,1,FALSE,60,250,760,None,6,2,Married,Female,FALSE,Owner
420,10,5,1,1,TRUE,66,250,300,PhD,5,0,Divorced,Male,TRUE,Rental
421,1,6,2,3,FALSE,66,175,NaN,None,5,3,Widowed,Male,FALSE,Rental
422,10,15,1,1,TRUE,30,250,660,PhD,0,0,Single,Female,FALSE,Owner
423,9,11,2,6,TRUE,67,75,730,None,3,0,Divorced,Male,FALSE,Owner
424,8,14,0,4,FALSE,63,49,620,None,1,0,Single,Male,FALSE,Owner
425,10,3,1,3,FALSE,57,310,760,MS,2,1,Married,Female,FALSE,Rental
426,3,14,11,6,FALSE,57,250,670,PhD,4,1,Widowed,Female,FALSE,Owner
427,6,9,0,6,TRUE,37,250,810,MS,4,1,Divorced,Male,FALSE,Rental
428,1,9,1,3,TRUE,35,175,620,BS,3,1,Married,Male,FALSE,Owner
429,8,10,2,4,FALSE,70,125,760,None,2,1,Divorced,Female,TRUE,Owner
430,0,4,2,3,FALSE,60,250,730,None,3,0,Divorced,Male,TRUE,Rental
431,6,12,5,6,FALSE,63,49,300,MS,4,1,Married,Male,TRUE,Rental
432,0,15,2,6,TRUE,37,75,300,None,5,2,Separated,Male,FALSE,Rental
433,7,10,1,1,FALSE,40,310,800,BS,4,1,Single,Female,FALSE,Owner
434,3,4,2,4,FALSE,77,75,730,PhD,4,3,Divorced,Female,TRUE,Owner
435,2,14,5,6,TRUE,70,310,810,PhD,3,1,Widowed,Male,TRUE,Rental
436,2,1,1,3,TRUE,77,250,620,BS,5,0,Single,Female,FALSE,Rental
437,6,4,5,4,TRUE,60,250,730,BS,3,3,Widowed,Male,TRUE,Rental
438,2,13,1,3,TRUE,48,250,850,HS,0,3,Single,Female,FALSE,Owner
439,5,13,0,4,TRUE,44,125,660,BS,2,3,Divorced,Male,TRUE,Owner
440,6,11,2,6,FALSE,48,125,730,HS,0,3,Single,Male,TRUE,Rental
441,4,7,1,1,FALSE,30,75,620,None,3,3,Divorced,Male,FALSE,Rental
442,9,5,5,1,FALSE,40,125,800,PhD,1,3,Widowed,Male,FALSE,Rental
443,6,1,1,6,TRUE,37,250,620,PhD,2,3,Divorced,Female,FALSE,Owner
444,9,7,0,1,TRUE,65,75,670,MS,1,1,Single,Male,FALSE,Rental
445,7,3,11,4,TRUE,44,75,730,HS,3,0,Single,Female,TRUE,Rental
446,6,13,5,6,TRUE,44,75,810,None,1,3,Married,Female,TRUE,Rental
447,2,5,5,6,TRUE,40,310,730,None,1,3,Married,Female,TRUE,Owner
448,0,7,0,6,TRUE,66,250,500,BS,2,2,Separated,Male,TRUE,Rental
449,2,1,11,4,TRUE,70,125,300,HS,4,3,Divorced,Female,FALSE,Rental
450,7,12,11,3,TRUE,NaN,75,620,HS,3,0,Married,Male,FALSE,Owner
451,9,2,5,1,TRUE,65,310,670,MS,5,3,Widowed,Male,TRUE,Rental
452,6,15,0,4,TRUE,50,310,600,MS,0,3,Divorced,Male,TRUE,Rental
453,0,1,2,4,TRUE,48,125,300,BS,2,2,Separated,Male,TRUE,Rental
454,7,7,5,6,FALSE,20,49,500,BS,5,2,Married,Male,TRUE,Owner
455,2,5,0,1,FALSE,70,310,730,None,1,3,Married,Female,FALSE,Rental
456,0,4,11,6,FALSE,66,75,500,PhD,6,0,Separated,Male,TRUE,Owner
457,10,7,5,1,TRUE,40,250,620,HS,6,0,Divorced,Male,FALSE,Owner
458,6,14,2,4,FALSE,20,125,670,None,0,2,Divorced,Female,TRUE,Owner
459,10,14,11,1,FALSE,30,49,NaN,BS,3,3,Widowed,Male,FALSE,Rental
460,2,14,0,6,FALSE,60,250,660,PhD,2,0,Single,Male,FALSE,Rental
461,1,8,2,4,FALSE,70,250,810,None,3,0,Single,Male,TRUE,Owner
462,9,4,2,4,FALSE,50,310,670,PhD,3,1,Divorced,Female,TRUE,Rental
463,3,6,1,6,TRUE,NaN,125,600,PhD,6,0,Separated,Male,FALSE,Owner
464,8,1,0,6,TRUE,50,310,670,None,2,2,Separated,Male,TRUE,Owner
465,10,14,2,6,FALSE,60,75,620,MS,1,0,Separated,Female,FALSE,Rental
466,6,11,11,4,TRUE,77,49,660,PhD,1,3,Married,Male,FALSE,Rental
467,4,10,11,6,TRUE,56,310,850,PhD,5,2,Single,Female,FALSE,Owner
468,1,15,11,6,FALSE,77,250,810,MS,1,2,Divorced,Female,TRUE,Rental
469,8,5,2,4,TRUE,50,125,800,HS,0,0,Divorced,Female,FALSE,Rental
470,6,2,1,6,TRUE,57,125,810,MS,3,2,Divorced,Female,FALSE,Rental
471,3,1,5,1,FALSE,65,310,NaN,None,0,1,Separated,Female,TRUE,Rental
472,1,7,0,1,FALSE,30,250,760,PhD,4,3,Divorced,Male,TRUE,Rental
473,10,12,2,6,FALSE,77,310,810,HS,2,0,Divorced,Male,TRUE,Rental
474,8,10,5,3,TRUE,24,250,760,MS,0,3,Widowed,Female,TRUE,Owner
475,8,1,5,3,FALSE,63,75,300,PhD,4,1,Separated,Female,FALSE,Owner
476,6,11,5,3,TRUE,40,125,NaN,None,2,3,Widowed,Male,FALSE,Rental
477,4,6,0,3,TRUE,20,75,500,None,6,3,Divorced,Male,FALSE,Rental
478,3,8,0,6,TRUE,20,250,NaN,HS,3,3,Divorced,Female,TRUE,Owner
479,7,4,2,3,FALSE,50,75,660,BS,0,0,Divorced,Male,TRUE,Rental
480,10,7,0,1,TRUE,77,175,600,PhD,4,2,Separated,Male,FALSE,Rental
481,2,12,0,3,TRUE,67,175,760,HS,5,3,Married,Female,TRUE,Owner
482,6,1,11,1,FALSE,50,75,850,BS,5,2,Widowed,Female,TRUE,Owner
483,10,6,11,3,TRUE,50,49,850,PhD,0,0,Divorced,Female,FALSE,Owner
484,7,10,1,1,FALSE,60,75,800,BS,3,0,Single,Male,FALSE,Rental
485,4,13,2,6,TRUE,40,49,500,PhD,5,3,Widowed,Male,TRUE,Owner
486,3,3,5,4,FALSE,67,175,760,BS,0,2,Separated,Male,TRUE,Rental
487,0,1,0,4,TRUE,56,250,810,PhD,6,1,Married,Male,FALSE,Rental
488,8,3,11,6,FALSE,NaN,125,620,HS,4,3,Single,Male,TRUE,Rental
489,6,12,11,3,TRUE,NaN,75,810,MS,2,2,Married,Female,FALSE,Rental
490,0,1,5,3,TRUE,65,310,660,BS,6,0,Separated,Female,FALSE,Rental
491,4,12,1,1,FALSE,44,125,810,None,5,1,Married,Female,TRUE,Owner
492,5,14,5,4,TRUE,40,175,670,PhD,3,3,Divorced,Male,TRUE,Owner
493,3,12,5,4,FALSE,22,175,500,MS,4,3,Single,Female,FALSE,Rental
494,9,4,11,1,TRUE,63,125,850,BS,1,1,Widowed,Male,FALSE,Rental
495,2,6,11,1,FALSE,40,175,500,MS,6,0,Separated,Male,TRUE,Owner
496,7,11,11,1,FALSE,65,175,670,PhD,1,3,Divorced,Male,TRUE,Rental
497,8,5,0,6,FALSE,50,125,660,PhD,1,0,Widowed,Female,TRUE,Owner
498,4,11,2,4,TRUE,35,75,600,MS,3,2,Divorced,Female,TRUE,Rental
499,9,13,1,6,FALSE,50,250,850,HS,5,0,Separated,Male,TRUE,Owner
500,0,9,5,1,FALSE,57,49,660,BS,4,3,Separated,Male,TRUE,Owner
501,2,1,1,3,FALSE,50,75,800,PhD,1,2,Single,Male,FALSE,Owner
502,4,11,5,3,TRUE,60,49,600,HS,6,2,Married,Female,TRUE,Rental
503,7,13,2,1,TRUE,44,125,600,MS,6,2,Divorced,Male,FALSE,Rental
504,6,9,11,6,TRUE,65,49,760,BS,6,3,Widowed,Female,TRUE,Owner
505,3,11,1,1,FALSE,35,125,760,MS,6,3,Divorced,Female,FALSE,Rental
506,4,15,1,4,FALSE,70,125,850,None,5,1,Separated,Female,TRUE,Owner
507,0,11,5,1,TRUE,70,175,600,None,5,0,Widowed,Male,FALSE,Rental
508,7,2,1,6,FALSE,66,250,NaN,HS,4,1,Married,Female,TRUE,Rental
509,2,1,0,4,FALSE,65,310,620,HS,6,0,Married,Male,TRUE,Rental
510,4,8,1,1,FALSE,40,49,760,PhD,6,3,Widowed,Female,FALSE,Rental
511,5,15,2,6,FALSE,65,49,800,None,3,2,Divorced,Male,TRUE,Owner
512,3,11,5,4,FALSE,56,49,NaN,None,4,3,Single,Female,TRUE,Owner
513,7,4,5,1,TRUE,20,310,810,HS,6,3,Widowed,Female,FALSE,Rental
514,7,1,5,3,FALSE,35,250,NaN,HS,1,0,Widowed,Female,FALSE,Rental
515,0,14,2,4,TRUE,40,75,660,PhD,2,2,Widowed,Male,TRUE,Owner
516,8,11,5,6,TRUE,65,125,300,MS,5,1,Divorced,Female,FALSE,Owner
517,6,15,5,1,TRUE,65,175,500,None,1,1,Widowed,Male,FALSE,Owner
518,0,9,11,6,TRUE,77,310,670,PhD,2,2,Divorced,Female,TRUE,Owner
519,0,10,0,3,TRUE,65,175,660,None,4,0,Married,Female,TRUE,Rental
520,5,5,2,4,FALSE,50,250,850,BS,4,2,Married,Male,TRUE,Owner
521,9,6,1,4,FALSE,67,75,800,BS,5,0,Widowed,Female,FALSE,Owner
522,3,10,5,1,TRUE,44,125,670,HS,6,1,Married,Female,TRUE,Owner
523,9,13,2,3,FALSE,50,125,760,HS,1,0,Widowed,Female,FALSE,Owner
524,8,15,0,1,TRUE,NaN,175,500,None,2,0,Single,Female,TRUE,Owner
525,2,14,0,1,FALSE,57,125,800,BS,5,3,Widowed,Female,TRUE,Owner
526,9,5,1,6,FALSE,67,125,810,MS,2,2,Widowed,Female,TRUE,Rental
527,4,14,2,4,FALSE,57,310,850,None,1,1,Married,Male,TRUE,Rental
528,7,10,11,3,FALSE,67,310,600,PhD,0,3,Widowed,Male,TRUE,Rental
529,8,6,2,4,TRUE,50,175,670,BS,2,3,Married,Female,TRUE,Owner
530,4,14,0,6,FALSE,57,250,850,MS,1,0,Widowed,Female,FALSE,Owner
531,5,4,11,4,FALSE,77,75,NaN,BS,6,1,Divorced,Female,FALSE,Owner
532,7,10,5,6,TRUE,NaN,175,760,MS,4,0,Widowed,Male,TRUE,Rental
533,5,12,1,3,TRUE,67,175,730,MS,0,0,Married,Male,FALSE,Owner
534,7,6,0,1,FALSE,63,75,660,None,6,3,Married,Male,FALSE,Rental
535,7,6,2,6,TRUE,57,310,800,MS,3,3,Separated,Female,TRUE,Rental
536,10,12,1,1,FALSE,48,49,620,BS,4,1,Married,Female,FALSE,Owner
537,0,8,0,1,FALSE,66,310,660,HS,0,2,Married,Female,TRUE,Rental
538,10,3,11,3,FALSE,77,75,730,HS,2,1,Single,Male,FALSE,Owner
539,1,7,2,6,FALSE,24,310,810,PhD,6,0,Widowed,Female,TRUE,Rental
540,8,2,0,4,FALSE,77,125,670,HS,6,1,Widowed,Male,FALSE,Owner
541,0,3,2,6,TRUE,37,310,850,MS,3,1,Divorced,Male,FALSE,Owner
542,10,5,0,4,FALSE,77,175,NaN,BS,2,1,Divorced,Male,TRUE,Rental
543,3,5,5,3,FALSE,66,49,600,HS,6,1,Single,Male,FALSE,Owner
544,7,11,1,4,TRUE,NaN,310,600,PhD,6,1,Divorced,Female,FALSE,Owner
545,10,13,11,1,TRUE,40,49,670,HS,5,3,Separated,Female,FALSE,Owner
546,8,6,11,1,FALSE,65,125,800,HS,4,1,Married,Male,TRUE,Owner
547,6,14,1,6,FALSE,66,49,620,BS,6,2,Separated,Female,TRUE,Owner
548,1,8,1,3,FALSE,60,310,500,BS,1,1,Widowed,Female,FALSE,Owner
549,2,4,0,4,FALSE,65,310,670,None,5,1,Widowed,Female,FALSE,Rental
550,4,11,5,6,TRUE,24,49,500,BS,3,3,Separated,Male,TRUE,Rental
551,8,13,5,4,FALSE,56,310,850,MS,5,2,Divorced,Female,TRUE,Rental
552,9,4,11,3,TRUE,50,310,620,MS,1,2,Single,Male,FALSE,Owner
553,10,14,11,6,FALSE,66,75,800,None,3,1,Separated,Female,TRUE,Rental
554,7,2,2,1,TRUE,65,125,660,PhD,6,2,Divorced,Female,TRUE,Owner
555,5,10,1,6,FALSE,35,75,850,HS,5,2,Divorced,Male,TRUE,Rental
556,9,5,0,4,FALSE,37,310,800,BS,3,1,Single,Female,FALSE,Owner
557,5,1,11,4,TRUE,35,175,810,HS,6,1,Divorced,Female,TRUE,Owner
558,9,5,11,6,TRUE,22,75,730,MS,5,3,Divorced,Female,FALSE,Rental
559,4,4,11,1,TRUE,60,75,NaN,MS,4,2,Divorced,Male,FALSE,Owner
560,5,1,5,3,TRUE,63,75,500,None,0,0,Separated,Female,FALSE,Rental
561,7,3,2,4,TRUE,60,75,660,BS,4,1,Divorced,Male,FALSE,Owner
562,1,7,11,3,TRUE,30,75,NaN,HS,3,3,Single,Male,TRUE,Rental
563,9,10,1,6,TRUE,63,75,600,None,0,3,Married,Male,FALSE,Rental
564,8,11,0,6,FALSE,24,125,NaN,MS,6,2,Separated,Male,TRUE,Owner
565,4,2,1,3,TRUE,24,310,810,BS,2,3,Divorced,Male,FALSE,Owner
566,3,8,2,3,FALSE,22,75,300,PhD,0,1,Widowed,Male,FALSE,Owner
567,2,13,11,3,FALSE,20,175,760,HS,3,1,Single,Female,FALSE,Owner
568,2,9,2,1,FALSE,67,75,500,MS,2,3,Separated,Female,TRUE,Rental
569,9,15,0,3,FALSE,48,250,300,HS,5,1,Separated,Female,TRUE,Rental
570,4,11,0,4,TRUE,NaN,49,760,BS,1,2,Divorced,Female,FALSE,Rental
571,5,4,1,4,FALSE,56,49,760,PhD,5,0,Widowed,Male,TRUE,Rental
572,1,10,1,4,FALSE,44,175,620,BS,5,2,Divorced,Female,FALSE,Rental
573,10,13,2,6,FALSE,22,49,800,PhD,1,3,Divorced,Male,FALSE,Owner
574,5,3,2,3,FALSE,37,175,600,MS,6,2,Separated,Female,TRUE,Rental
575,0,1,1,4,TRUE,30,49,800,None,4,0,Separated,Female,TRUE,Rental
576,1,8,5,6,TRUE,66,75,500,HS,5,2,Married,Female,FALSE,Owner
577,4,3,5,3,TRUE,66,175,300,BS,1,2,Married,Female,TRUE,Rental
578,6,1,1,1,TRUE,65,125,620,MS,3,2,Married,Male,TRUE,Rental
579,10,11,0,4,FALSE,60,250,500,None,4,1,Separated,Female,FALSE,Rental
580,10,14,0,3,FALSE,77,310,300,PhD,5,1,Married,Male,TRUE,Rental
581,10,1,5,3,TRUE,24,75,620,HS,2,2,Widowed,Male,TRUE,Rental
582,2,1,11,4,TRUE,35,250,800,MS,2,3,Single,Female,FALSE,Rental
583,1,15,0,3,FALSE,67,175,660,BS,4,0,Separated,Female,FALSE,Rental
584,4,12,1,6,TRUE,44,49,850,None,0,3,Divorced,Male,TRUE,Owner
585,6,15,1,6,TRUE,30,125,800,BS,3,3,Married,Female,FALSE,Owner
586,2,1,11,3,TRUE,30,175,600,MS,1,3,Widowed,Female,TRUE,Owner
587,9,2,5,1,TRUE,30,75,NaN,MS,6,2,Separated,Male,TRUE,Owner
588,9,15,5,4,FALSE,65,125,600,None,0,3,Separated,Male,FALSE,Owner
589,1,5,5,3,TRUE,48,75,730,HS,4,1,Single,Female,FALSE,Rental
590,3,6,0,1,TRUE,67,310,300,BS,3,2,Separated,Female,TRUE,Owner
591,10,5,2,4,FALSE,50,125,760,BS,5,2,Widowed,Female,FALSE,Rental
592,6,2,11,6,TRUE,37,310,810,None,1,2,Separated,Female,FALSE,Rental
593,3,2,2,4,FALSE,20,310,760,PhD,1,3,Divorced,Female,FALSE,Owner
594,10,6,2,1,FALSE,48,75,760,HS,0,0,Separated,Male,TRUE,Owner
595,6,12,2,1,FALSE,30,250,730,PhD,4,2,Married,Female,FALSE,Owner
596,7,11,1,4,TRUE,50,75,660,PhD,6,1,Separated,Male,TRUE,Owner
597,10,9,0,6,TRUE,67,175,NaN,BS,5,1,Separated,Male,TRUE,Rental
598,5,6,1,1,FALSE,70,175,810,BS,2,1,Widowed,Female,TRUE,Rental
599,8,6,11,1,FALSE,NaN,310,850,None,6,2,Separated,Female,TRUE,Owner
600,8,12,1,4,FALSE,NaN,125,300,MS,5,2,Widowed,Female,FALSE,Owner
601,0,8,2,6,FALSE,70,75,500,HS,3,1,Married,Male,FALSE,Rental
602,9,3,5,3,TRUE,30,75,810,MS,6,0,Separated,Male,FALSE,Rental
603,8,9,1,4,TRUE,NaN,310,670,None,6,0,Widowed,Female,TRUE,Rental
604,0,9,1,3,FALSE,20,49,760,None,2,1,Divorced,Male,FALSE,Rental
605,8,8,0,4,TRUE,40,250,660,BS,3,1,Single,Male,TRUE,Rental
606,5,8,1,1,FALSE,66,75,800,MS,6,2,Widowed,Male,TRUE,Rental
607,5,11,1,1,FALSE,35,125,670,PhD,6,3,Separated,Female,FALSE,Rental
608,0,11,5,3,TRUE,44,75,300,PhD,4,1,Married,Female,FALSE,Rental
609,7,3,1,3,TRUE,40,250,300,PhD,4,1,Divorced,Male,FALSE,Owner
610,9,13,1,1,FALSE,NaN,310,810,BS,2,3,Separated,Female,FALSE,Owner
611,6,4,2,6,TRUE,22,310,660,HS,3,3,Separated,Male,TRUE,Rental
612,3,6,2,3,FALSE,37,125,620,PhD,0,2,Divorced,Male,FALSE,Rental
613,5,11,5,1,TRUE,63,175,620,BS,3,1,Married,Female,TRUE,Rental
614,0,3,11,1,FALSE,35,175,760,MS,0,1,Widowed,Female,FALSE,Rental
615,6,14,5,6,FALSE,22,75,620,PhD,2,0,Widowed,Male,TRUE,Rental
616,9,7,2,3,FALSE,63,125,810,HS,6,2,Married,Male,FALSE,Rental
617,2,8,2,1,FALSE,20,175,620,MS,2,0,Separated,Male,TRUE,Rental
618,1,2,5,4,TRUE,56,75,300,MS,3,2,Separated,Female,TRUE,Owner
619,4,7,1,6,FALSE,57,250,670,PhD,0,0,Married,Male,FALSE,Rental
620,7,5,0,1,TRUE,77,49,810,None,4,2,Single,Female,TRUE,Owner
